,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Limitationsandexceptions,Statisticalconceptandmethodology,Shortdefinition,BasePeriod,Notesfromoriginalsource,Dataset
75,MS.MIL.XPRT.KD,MS.MIL.XPRT.KD,Arms exports (SIPRI trend indicator values),Arms exports,SIPRI trend indicator values,MS.MIL.XPRT.KD,Sum,Data for some countries are based on partial or uncertain data or rough estimates.,Arms exports (SIPRI trend indicator values),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Arms transfers cover the supply of military weapons through sales, aid, gifts, and those made through manufacturing licenses. Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems, missiles, and ships designed for military use. Excluded are transfers of other military equipment such as small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services. Figures are SIPRI Trend Indicator Values (TIVs) expressed in US$ m.  A '0' indicates that the value of deliveries is less than US$0.5m",Annual,"Stockholm International Peace Research Institute (SIPRI), Arms Transfers Programme (http://portal.sipri.org/publications/pages/transfer/splash).",Public Sector: Defense & arms trade,"Although national defense is an important function of government and security from external threats that contributes to economic development, high military expenditures for defense or civil conflicts burden the economy and may impede growth. Data on military expenditures are a rough indicator of the portion of national resources used for military activities and of the burden on the economy.

Comparisons of military spending among countries should take into account the many factors that influence perceptions of vulnerability and risk, including historical and cultural traditions, the length of borders that need defending, the quality of relations with neighbors, and the role of the armed forces in the body politic.","SIPRI calculates the volume of transfers to, from and between all parties using the TIV and the number of weapon systems or subsystems delivered in a given year. This data is intended to provide a common unit to allow the measurement if trends in the flow of arms to particular countries and regions over time. Therefore, the main priority is to ensure that the TIV system remains consistent over time, and that any changes introduced are backdated.

SIPRI TIV figures do not represent sales prices for arms transfers. They should therefore not be directly compared with gross domestic product (GDP), military expenditure, sales values or the financial value of export licences in an attempt to measure the economic burden of arms imports or the economic benefits of exports. They are best used as the raw data for calculating trends in international arms transfers over periods of time, global percentages for suppliers and recipients, and percentages for the volume of transfers to or from particular states.","Stockholm International Peace Research Institute (SIPRI)'s Arms Transfers Program collects data on arms transfers from open sources. Since publicly available information is inadequate for tracking all weapons and other military equipment, SIPRI covers only what it terms major conventional weapons. Data cover the supply of weapons through sales, aid, gifts, and manufacturing licenses; therefore the term arms transfers rather than arms trade is used. SIPRI data also cover weapons supplied to or from rebel forces in an armed conflict as well as arms deliveries for which neither the supplier nor the recipient can be identified with acceptable certainty; these data are available in SIPRI's database.

Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems and other sensors, missiles, and ships designed for military use as well as some major components such as turrets for armored vehicles and engines. Excluded are other military equipment such as most small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services.",,,"SIPRI statistical data on arms transfers relates to actual deliveries of major conventional weapons. To permit comparison between the data on such deliveries of different weapons and to identify general trends, SIPRI has developed a unique system to measure the volume of international transfers of major conventional weapons using a common unit, the trend-indicator value (TIV).
 
The TIV is based on the known unit production costs of a core set of weapons and is intended to represent the transfer of military resources rather than the financial value of the transfer. Weapons for which a production cost is not known are compared with core weapons based on: size and performance characteristics (weight, speed, range and payload); type of electronics, loading or unloading arrangements, engine, tracks or wheels, armament and materials; and the year in which the weapon was produced. A weapon that has been in service in another armed force is given a value 40 per cent of that of a new weapon. A used weapon that has been significantly refurbished or modified by the supplier before delivery is given a value of 66 per cent of that of a new weapon.",
76,MS.MIL.MPRT.KD,MS.MIL.MPRT.KD,Arms imports (SIPRI trend indicator values),Arms imports,SIPRI trend indicator values,MS.MIL.MPRT.KD,Sum,Data for some countries are based on partial or uncertain data or rough estimates.,Arms imports (SIPRI trend indicator values),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Arms transfers cover the supply of military weapons through sales, aid, gifts, and those made through manufacturing licenses. Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems, missiles, and ships designed for military use. Excluded are transfers of other military equipment such as small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services. Figures are SIPRI Trend Indicator Values (TIVs) expressed in US$ m. A '0' indicates that the value of deliveries is less than US$0.5m.",Annual,"Stockholm International Peace Research Institute (SIPRI), Arms Transfers Programme (http://portal.sipri.org/publications/pages/transfer/splash).",Public Sector: Defense & arms trade,"Although national defense is an important function of government and security from external threats that contributes to economic development, high military expenditures for defense or civil conflicts burden the economy and may impede growth. Data on military expenditures are a rough indicator of the portion of national resources used for military activities and of the burden on the economy.

Comparisons of military spending among countries should take into account the many factors that influence perceptions of vulnerability and risk, including historical and cultural traditions, the length of borders that need defending, the quality of relations with neighbors, and the role of the armed forces in the body politic.","SIPRI calculates the volume of transfers to, from and between all parties using the TIV and the number of weapon systems or subsystems delivered in a given year. This data is intended to provide a common unit to allow the measurement if trends in the flow of arms to particular countries and regions over time. Therefore, the main priority is to ensure that the TIV system remains consistent over time, and that any changes introduced are backdated.

SIPRI TIV figures do not represent sales prices for arms transfers. They should therefore not be directly compared with gross domestic product (GDP), military expenditure, sales values or the financial value of export licences in an attempt to measure the economic burden of arms imports or the economic benefits of exports. They are best used as the raw data for calculating trends in international arms transfers over periods of time, global percentages for suppliers and recipients, and percentages for the volume of transfers to or from particular states.","Stockholm International Peace Research Institute (SIPRI)'s Arms Transfers Program collects data on arms transfers from open sources. Since publicly available information is inadequate for tracking all weapons and other military equipment, SIPRI covers only what it terms major conventional weapons. Data cover the supply of weapons through sales, aid, gifts, and manufacturing licenses; therefore the term arms transfers rather than arms trade is used. SIPRI data also cover weapons supplied to or from rebel forces in an armed conflict as well as arms deliveries for which neither the supplier nor the recipient can be identified with acceptable certainty; these data are available in SIPRI's database.

Data cover major conventional weapons such as aircraft, armored vehicles, artillery, radar systems and other sensors, missiles, and ships designed for military use as well as some major components such as turrets for armored vehicles and engines. Excluded are other military equipment such as most small arms and light weapons, trucks, small artillery, ammunition, support equipment, technology transfers, and other services.",,,"SIPRI statistical data on arms transfers relates to actual deliveries of major conventional weapons. To permit comparison between the data on such deliveries of different weapons and to identify general trends, SIPRI has developed a unique system to measure the volume of international transfers of major conventional weapons using a common unit, the trend-indicator value (TIV).
 
The TIV is based on the known unit production costs of a core set of weapons and is intended to represent the transfer of military resources rather than the financial value of the transfer. Weapons for which a production cost is not known are compared with core weapons based on: size and performance characteristics (weight, speed, range and payload); type of electronics, loading or unloading arrangements, engine, tracks or wheels, armament and materials; and the year in which the weapon was produced. A weapon that has been in service in another armed force is given a value 40 per cent of that of a new weapon. A used weapon that has been significantly refurbished or modified by the supplier before delivery is given a value of 66 per cent of that of a new weapon.",
77,IC.CUS.DURS.EX,IC.CUS.DURS.EX,Average time to clear exports through customs (days),Average time to clear exports through customs,days,IC.CUS.DURS.EX,Unweighted average,,Average time to clear exports through customs (days),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Average time to clear exports through customs is the average number of days to clear direct exports through customs.,Annual,"World Bank, Enterprise Surveys (http://www.enterprisesurveys.org/).",Private Sector & Trade: Business environment,"Firms evaluating investment options, governments interested in improving business conditions, and economists seeking to explain economic performance have all grappled with defining and measuring the business environment. The firm-level data from Enterprise Surveys provide a useful tool for benchmarking economies across a large number of indicators measured at the firm level.

International trade can be beneficial for firms in terms of less expensive inputs for manufacturing and new markets for exporting finished products and services. Time spent waiting for imports and exports to clear customs can be costly for firms and deter them from engaging in trade or making them uncompetitive globally.","The sampling methodology for Enterprise Surveys is stratified random sampling. In a simple random sample, all members of the population have the same probability of being selected and no weighting of the observations is necessary. In a stratified random sample, all population units are grouped within homogeneous groups and simple random samples are selected within each group. This method allows computing estimates for each of the strata with a specified level of precision while population estimates can also be estimated by properly weighting individual observations. The sampling weights take care of the varying probabilities of selection across different strata. Under certain conditions, estimates' precision under stratified random sampling will be higher than under simple random sampling (lower standard errors may result from the estimation procedure).

The strata for Enterprise Surveys are firm size, business sector, and geographic region within a country. Firm size levels are 5-19 (small), 20-99 (medium), and 100+ employees (large-sized firms). Since in most economies, the majority of firms are small and medium-sized, Enterprise Surveys oversample large firms since larger firms tend to be engines of job creation. Sector breakdown is usually manufacturing, retail, and other services. For larger economies, specific manufacturing sub-sectors are selected as additional strata on the basis of employment, value-added, and total number of establishments figures. Geographic regions within a country are selected based on which cities/regions collectively contain the majority of economic activity.

Ideally the survey sample frame is derived from the universe of eligible firms obtained from the country’s statistical office. Sometimes the master list of firms is obtained from other government agencies such as tax or business licensing authorities. In some cases, the list of firms is obtained from business associations or marketing databases. In a few cases, the sample frame is created via block enumeration, where the World Bank “manually” constructs a list of eligible firms after 1) partitioning a country’s cities of major economic activity into clusters and blocks, 2) randomly selecting a subset of blocks which will then be enumerated. In surveys conducted since 2005-06, survey documentation which explains the source of the sample frame and any special circumstances encountered during survey fieldwork are included with the collected datasets.

Obtaining panel data, i.e. interviews with the same firms across multiple years, is a priority in current Enterprise Surveys. When conducting a new Enterprise Survey in a country where data was previously collected, maximal effort is expended to re-interview as many firms (from the prior survey) as possible. For these panel firms, sampling weights can be adjusted to take into account the resulting altered probabilities of inclusion in the sample frame.","Firm-level surveys have been conducted since the 1990's by different units within the World Bank. Since 2005-06, most data collection efforts have been centralized within the Enterprise Analysis Unit. Surveys implemented by the Enterprise Analysis Unit follow the Global Methodology.

Private contractors conduct the Enterprise Surveys on behalf of the World Bank. Due to sensitive survey questions addressing business-government relations and bribery-related topics, private contractors, rather than any government agency or an organization/institution associated with government, are hired by the World Bank to collect the data.

Confidentiality of the survey respondents and the sensitive information they provide is necessary to ensure the greatest degree of survey participation, integrity and confidence in the quality of the data. Surveys are usually carried out in cooperation with business organizations and government agencies promoting job creation and economic growth, but confidentiality is never compromised.

The Enterprise Survey is answered by business owners and top managers. Sometimes the survey respondent calls company accountants and human resource managers into the interview to answer questions in the sales and labor sections of the survey. Typically 1200-1800 interviews are conducted in larger economies, 360 interviews are conducted in medium-sized economies, and for smaller economies, 150 interviews take place.

The manufacturing and services sectors are the primary business sectors of interest. This corresponds to firms classified with ISIC codes 15-37, 45, 50-52, 55, 60-64, and 72 (ISIC Rev.3.1). Formal (registered) companies with 5 or more employees are targeted for interview. Services firms include construction, retail, wholesale, hotels, restaurants, transport, storage, communications, and IT. Firms with 100% government/state ownership are not eligible to participate in an Enterprise Survey. Occasionally, for a few surveyed countries, other sectors are included in the companies surveyed such as education or health-related businesses. In each country, businesses in the cities/regions of major economic activity are interviewed.

In some countries, other surveys, which depart from the usual Enterprise Survey methodology, are conducted. Examples include 1) Informal Surveys- surveys of informal (unregistered) enterprises, 2) Micro Surveys- surveys fielded to registered firms with less than five employees, and 3) Financial Crisis Assessment Surveys- short surveys administered by telephone to assess the effects of the global financial crisis of 2008-09.

The Enterprise Surveys Unit uses two instruments: the Manufacturing Questionnaire and the Services Questionnaire. Although many questions overlap, some are only applicable to one type of business. For example, retail firms are not asked about production and nonproduction workers.

The standard Enterprise Survey topics include firm characteristics, gender participation, access to finance, annual sales, costs of inputs/labor, workforce composition, bribery, licensing, infrastructure, trade, crime, competition, capacity utilization, land and permits, taxation, informality, business-government relations, innovation and technology, and performance measures.

Over 90% of the questions objectively ascertain characteristics of a country’s business environment. The remaining questions assess the survey respondents’ opinions on what are the obstacles to firm growth and performance. The mode of data collection is face-to-face interviews.",,,All surveys were administered using the Enterprise Surveys methodology as outlined in the Methodology page which can be found from www.enterprisesurveys.org.,
78,TM.TAX.MRCH.BC.ZS,TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)","Binding coverage, all products",%,TM.TAX.MRCH.BC.ZS,,,"Binding coverage, all products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Binding coverage is the percentage of product lines with an agreed bound rate. Bound rates result from trade negotiations incorporated into a country's schedule of concessions and are thus enforceable.,Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from World Trade Organization.",Private Sector & Trade: Tariffs,,,,Binding coverage is the percentage of product lines with an agreed bound rate.,,,
79,TM.TAX.TCOM.BC.ZS,TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)","Binding coverage, primary products",%,TM.TAX.TCOM.BC.ZS,,,"Binding coverage, primary products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Binding coverage is the percentage of product lines with an agreed bound rate. Bound rates result from trade negotiations incorporated into a country's schedule of concessions and are thus enforceable. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from World Trade Organization.",Private Sector & Trade: Tariffs,,,,Binding coverage is the percentage of product lines with an agreed bound rate. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,,,
80,BM.GSR.CMCP.ZS,BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)","Communications, computer, etc.","% of service imports, BoP",BM.GSR.CMCP.ZS,Weighted average,Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards.,"Communications, computer, etc. (% of service imports, BoP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Communications, computer, information, and other services cover international telecommunications; computer data; news-related service transactions between residents and nonresidents; construction services; royalties and license fees; miscellaneous business, professional, and technical services; personal, cultural, and recreational services; manufacturing services on physical inputs owned by others; and maintenance and repair services and government services not included elsewhere.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.","Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",,,,,,,
81,TX.VAL.OTHR.ZS.WT,TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)","Computer, communications and other services",% of commercial service exports,TX.VAL.OTHR.ZS.WT,Weighted average,,"Computer, communications and other services (% of commercial service exports)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Computer, communications and other services (% of commercial service exports) include such activities as international telecommunications, and postal and courier services; computer data; news-related service transactions between residents and nonresidents; construction services; royalties and license fees; miscellaneous business, professional, and technical services; and personal, cultural, and recreational services.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",Private Sector & Trade: Exports,"Trade in services differs from trade in goods because services are produced and consumed at the same time. Thus services to a traveler may be consumed in the producing country (for example, use of a hotel room) but are classified as imports of the traveler's country. In other cases services may be supplied from a remote location; for example, insurance services may be supplied from one location and consumed in another.","Balance of payments statistics, the main source of information on international trade in services, have many weaknesses. Disaggregation of important components may be limited and varies considerably across countries. There are inconsistencies in the methods used to report items. And the recording of major flows as net items is common (for example, insurance transactions are often recorded as premiums less claims). These factors contribute to a downward bias in the value of the service trade reported in the balance of payments.

Efforts are being made to improve the coverage, quality, and consistency of these data. Eurostat and the Organisation for Economic Co-operation and Development, for example, are working together to improve the collection of statistics on trade in services in member countries.

Still, difficulties in capturing all the dimensions of international trade in services mean that the record is likely to remain incomplete. Cross-border intrafirm service transactions, which are usually not captured in the balance of payments, have increased in recent years. An example is transnational corporations' use of mainframe computers around the clock for data processing, exploiting time zone differences between their home country and the host countries of their affiliates. Another important dimension of service trade not captured by conventional balance of payments statistics is establishment trade - sales in the host country by foreign affiliates. By contrast, cross-border intrafirm transactions in merchandise may be reported as exports or imports in the balance of payments.","The balance of payments (BoP) is a double-entry accounting system that shows all flows of goods and services into and out of an economy; all transfers that are the counterpart of real resources or financial claims provided to or by the rest of the world without a quid pro quo, such as donations and grants; and all changes in residents' claims on and liabilities to nonresidents that arise from economic transactions. All transactions are recorded twice - once as a credit and once as a debit. In principle the net balance should be zero, but in practice the accounts often do not balance, requiring inclusion of a balancing item, net errors and omissions.

The concepts and definitions underlying the data are based on the sixth edition of the International Monetary Fund's (IMF) Balance of Payments Manual (BPM6). Balance of payments data for 2005 onward will be presented in accord with the BPM6. The historical BPM5 data series will end with data for 2008, which can be accessed through the World Development Indicators archives.

The complete balance of payments methodology can be accessed through the International Monetary Fund website (www.imf.org/external/np/sta/bop/bop.htm).",,,,
82,TM.VAL.OTHR.ZS.WT,TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)","Computer, communications and other services",% of commercial service imports,TM.VAL.OTHR.ZS.WT,Weighted average,,"Computer, communications and other services (% of commercial service imports)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Computer, communications and other services (% of commercial service imports) include such activities as international telecommunications, and postal and courier services; computer data; news-related service transactions between residents and nonresidents; construction services; royalties and license fees; miscellaneous business, professional, and technical services; and personal, cultural, and recreational services.",Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",Private Sector & Trade: Imports,"Trade in services differs from trade in goods because services are produced and consumed at the same time. Thus services to a traveler may be consumed in the producing country (for example, use of a hotel room) but are classified as imports of the traveler's country. In other cases services may be supplied from a remote location; for example, insurance services may be supplied from one location and consumed in another.","Balance of payments statistics, the main source of information on international trade in services, have many weaknesses. Disaggregation of important components may be limited and varies considerably across countries. There are inconsistencies in the methods used to report items. And the recording of major flows as net items is common (for example, insurance transactions are often recorded as premiums less claims). These factors contribute to a downward bias in the value of the service trade reported in the balance of payments.

Efforts are being made to improve the coverage, quality, and consistency of these data. Eurostat and the Organisation for Economic Co-operation and Development, for example, are working together to improve the collection of statistics on trade in services in member countries.

Still, difficulties in capturing all the dimensions of international trade in services mean that the record is likely to remain incomplete. Cross-border intrafirm service transactions, which are usually not captured in the balance of payments, have increased in recent years. An example is transnational corporations' use of mainframe computers around the clock for data processing, exploiting time zone differences between their home country and the host countries of their affiliates. Another important dimension of service trade not captured by conventional balance of payments statistics is establishment trade - sales in the host country by foreign affiliates. By contrast, cross-border intrafirm transactions in merchandise may be reported as exports or imports in the balance of payments.","The balance of payments (BoP) is a double-entry accounting system that shows all flows of goods and services into and out of an economy; all transfers that are the counterpart of real resources or financial claims provided to or by the rest of the world without a quid pro quo, such as donations and grants; and all changes in residents' claims on and liabilities to nonresidents that arise from economic transactions. All transactions are recorded twice - once as a credit and once as a debit. In principle the net balance should be zero, but in practice the accounts often do not balance, requiring inclusion of a balancing item, net errors and omissions.

The concepts and definitions underlying the data are based on the sixth edition of the International Monetary Fund's (IMF) Balance of Payments Manual (BPM6). Balance of payments data for 2005 onward will be presented in accord with the BPM6. The historical BPM5 data series will end with data for 2008, which can be accessed through the World Development Indicators archives.

The complete balance of payments methodology can be accessed through the International Monetary Fund website (www.imf.org/external/np/sta/bop/bop.htm).",,,,
83,IC.EXP.CSBC.CD,IC.EXP.CSBC.CD,"Cost to export, border compliance (US$)","Cost to export, border compliance",US$,IC.EXP.CSBC.CD,Unweighted average,"Insurance cost and informal payments for which no receipt is issued are excluded from the costs recorded. Costs are reported in U.S. dollars. Contributors are asked to convert local currency into U.S. dollars based on the exchange rate prevailing on the day they answer the questionnaire. Contributors are private sector experts in international trade logistics and are informed about exchange rates and their movements.

Data are presented for the survey year instead of publication year.","Cost to export, border compliance (US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Border compliance captures the time and cost associated with compliance with the economy’s customs regulations and with regulations relating to other inspections that are mandatory in order for the shipment to cross the economy’s border, as well as the time and cost for handling that takes place at its port or border. The time and cost for this segment include time and cost for customs clearance and inspection procedures conducted by other government agencies.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Trade facilitation,,"If inspections by agencies other than customs are conducted in 20% or fewer cases, the border compliance time and cost measures take into account only clearance and inspections by customs (the standard case). If inspections by other agencies take place in more than 20% of cases, the time and cost measures account for clearance and inspections by all agencies. Different types of inspections may take place with different probabilities—for example, scanning may take place in 100% of cases while physical inspection occurs in 5% of cases. In situations like this, Doing Business would count the time only for scanning because it happens in more than 20% of cases while physical inspection does not. The border compliance time and cost for an economy do not include the time and cost for compliance with the regulations of any other economy.","The computation of border compliance time and cost depends on where the border compliance procedures take place, who requires and conducts the procedures and what is the probability that inspections will be conducted. If all customs clearance and other inspections take place at the port or border, the time estimate for border compliance takes this simultaneity into account. It is entirely possible that the border compliance time and cost could be negligible or zero, as in the case of trade between members of the European Union or other customs unions.

If some or all customs or other inspections take place at other locations, the time and cost for these procedures are added to the time and cost for those that take place at the port or border. In Kazakhstan, for example, all customs clearance and inspections take place at a customs post in Almaty that is not at the land border between Kazakhstan and China. In this case border compliance time is the sum of the time spent at the terminal in Almaty and the handling time at the border.

Doing Business asks contributors to estimate the time and cost for clearance and inspections by customs agencies— defined as documentary and physical inspections for the purpose of calculating duties by verifying product classification, confirming quantity, determining origin and checking the veracity of other information on the customs declaration. (This category includes all inspections aimed at preventing smuggling.) These are clearance and inspection procedures that take place in the majority of cases and thus are considered the ""standard"" case. The time and cost estimates capture the efficiency of the customs agency of the economy.

Doing Business also asks contributors to estimate the total time and cost for clearance and inspections by customs and all other government agencies for the specified product. These estimates account for inspections related to health, safety, phytosanitary standards, conformity and the like, and thus capture the efficiency of agencies that require and conduct these additional inspections.",,,,
84,IC.EXP.CSDC.CD,IC.EXP.CSDC.CD,"Cost to export, documentary compliance (US$)","Cost to export, documentary compliance",US$,IC.EXP.CSDC.CD,Unweighted average,"Insurance cost and informal payments for which no receipt is issued are excluded from the costs recorded. Costs are reported in U.S. dollars. Contributors are asked to convert local currency into U.S. dollars based on the exchange rate prevailing on the day they answer the questionnaire. Contributors are private sector experts in international trade logistics and are informed about exchange rates and their movements.

Data are presented for the survey year instead of publication year.","Cost to export, documentary compliance (US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Documentary compliance captures the time and cost associated with compliance with the documentary requirements of all government agencies of the origin economy, the destination economy and any transit economies. The aim is to measure the total burden of preparing the bundle of documents that will enable completion of the international trade for the product and partner pair assumed in the case study.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Trade facilitation,,,"The time and cost for documentary compliance include the time and cost for obtaining documents (such as time spent to get the document issued and stamped); preparing documents (such as time spent gathering information to complete the customs declaration or certificate of origin); processing documents (such as time spent waiting for the relevant authority to issue a phytosanitary certificate); presenting documents (such as time spent showing a port terminal receipt to port authorities); and submitting documents (such as time spent submitting a customs declaration to the customs agency in person or electronically).

All electronic or paper submissions of information requested by any government agency in connection with the shipment are considered to be documents obtained, prepared and submitted during the export or import process. All documents prepared by the freight forwarder or customs broker for the product and partner pair assumed in the case study are included regardless of whether they are required by law or in practice. Any documents prepared and submitted so as to get access to preferential treatment— for example, a certificate of origin—are included in the calculation of the time and cost for documentary compliance. Any documents prepared and submitted because of a perception that they ease the passage of the shipment are also included (for example, freight forwarders may prepare a packing list because in their experience this reduces the probability of physical or other intrusive inspections).

In addition, any documents that are mandatory for exporting or importing are included in the calculation of time and cost. Documents that need to be obtained only once are not counted, however. And Doing Business does not include documents needed to produce and sell in the domestic market—such as certificates of third-party safety standards testing that may be required to sell toys domestically—unless a government agency needs to see these documents during the export process.",,,,
85,TX.UVI.MRCH.XD.WD,TX.UVI.MRCH.XD.WD,Export unit value index (2015 = 100),Export unit value index,2015 = 100,TX.UVI.MRCH.XD.WD,,,Export unit value index (2015 = 100),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Export unit value indices come from UNCTAD's trade database. Unit value indices are based on data reported by countries that demonstrate consistency under UNCTAD quality controls, supplemented by UNCTAD’s estimates using the previous year’s trade values at the Standard International Trade Classification three-digit level as weights. To improve data coverage, especially for the latest periods, UNCTAD constructs a set of average prices indexes at the three-digit product classification of the Standard International Trade Classification revision 3 using UNCTAD’s Commodity Price Statistics, interna¬tional and national sources, and UNCTAD secretariat estimates.",Annual,"United Nations Conference on Trade and Development, Handbook of Statistics and data files. (http://unctadstat.unctad.org)",Private Sector & Trade: Trade price indices,,,,Export unit value index (2015 = 100),2015,,Economy
86,TX.VAL.MRCH.XD.WD,TX.VAL.MRCH.XD.WD,Export value index (2000 = 100),Export value index,2000 = 100,TX.VAL.MRCH.XD.WD,,,Export value index (2000 = 100),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Export values are the current value of exports (f.o.b.) converted to U.S. dollars and expressed as a percentage of the average for the base period (2000). UNCTAD's export value indexes are reported for most economies. For selected economies for which UNCTAD does not publish data, the export value indexes are derived from export volume indexes (line 72) and corresponding unit value indexes of exports (line 74) in the IMF's International Financial Statistics.",Annual,"United Nations Conference on Trade and Development, Handbook of Statistics and data files, and International Monetary Fund, International Financial Statistics.",Private Sector & Trade: Trade indexes,,,,,2000,,
87,TX.QTY.MRCH.XD.WD,TX.QTY.MRCH.XD.WD,Export volume index (2000 = 100),Export volume index,2000 = 100,TX.QTY.MRCH.XD.WD,,,Export volume index (2000 = 100),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Export volume indexes are derived from UNCTAD's volume index series and are the ratio of the export value indexes to the corresponding unit value indexes. Unit value indexes are based on data reported by countries that demonstrate consistency under UNCTAD quality controls, supplemented by UNCTAD’s estimates using the previous year’s trade values at the Standard International Trade Classification three-digit level as weights. To improve data coverage, especially for the latest periods, UNCTAD constructs a set of average prices indexes at the three-digit product classification of the Standard International Trade Classification revision 3 using UNCTAD’s Commodity Price Statistics, interna­tional and national sources, and UNCTAD secretariat estimates and calculates unit value indexes at the country level using the current year’s trade values as weights. For economies for which UNCTAD does not publish data, the export volume indexes (lines 72) in the IMF's International Financial Statistics are used.",Annual,"United Nations Conference on Trade and Development, Handbook of Statistics and data files, and International Monetary Fund, International Financial Statistics.",Private Sector & Trade: Trade indexes,,,,,2000,,
88,NE.EXP.GNFS.ZS,NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Exports of goods and services,% of GDP,NE.EXP.GNFS.ZS,Weighted average,,Exports of goods and services (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Exports of goods and services represent the value of all goods and other market services provided to the rest of the world. They include the value of merchandise, freight, insurance, transport, travel, royalties, license fees, and other services, such as communication, construction, financial, information, business, personal, and government services. They exclude compensation of employees and investment income (formerly called factor services) and transfer payments.",Annual,"World Bank national accounts data, and OECD National Accounts data files.",Economic Policy & Debt: National accounts: Shares of GDP & other,,"Because policymakers have tended to focus on fostering the growth of output, and because data on production are easier to collect than data on spending, many countries generate their primary estimate of GDP using the production approach. Moreover, many countries do not estimate all the components of national expenditures but instead derive some of the main aggregates indirectly using GDP (based on the production approach) as the control total.

Data on exports and imports are compiled from customs reports and balance of payments data. Although the data from the payments side provide reasonably reliable records of cross-border transactions, they may not adhere strictly to the appropriate definitions of valuation and timing used in the balance of payments or corresponds to the change-of ownership criterion. This issue has assumed greater significance with the increasing globalization of international business. Neither customs nor balance of payments data usually capture the illegal transactions that occur in many countries. Goods carried by travelers across borders in legal but unreported shuttle trade may further distort trade statistics.","Gross domestic product (GDP) from the expenditure side is made up of household final consumption expenditure, general government final consumption expenditure, gross capital formation (private and public investment in fixed assets, changes in inventories, and net acquisitions of valuables), and net exports (exports minus imports) of goods and services. Such expenditures are recorded in purchaser prices and include net taxes on products.",,,,
