,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,Generalcomments,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,Previous_Indicator_Name,Notesfromoriginalsource,Shortdefinition,Othernotes,DataQuality,Derivationmethod,Otherweblinks,Unitofmeasure
196,SP.REG.BRTH.FE.ZS,SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)","Completeness of birth registration, female",%,SP.REG.BRTH.FE.ZS,,"Society typically first acknowledges a child’s existence and identity through birth registration. The right to be recognized as a person before the law is a critical step in ensuring lifelong protection and is a prerequisite for exercising all other rights. A birth certificate, issued following birth registration, is an important identity document for children. Birth registration also serves a statistical purpose. Universal birth registration is an essential part of a system of vital statistics, which tracks the major milestones in a person’s life - from birth to marriage and death. Such data are essential for planning and implementing development policies and programs, particularly in health, education, housing, water and sanitation, employment, agriculture and industrial production. The proportion of children under 5 years of age whose births have been registered with a civil authority is the official indicator for SDG Target 16.9, which sets out to “By 2030, provide legal identity for all, including birth registration”.",This is a sex-disaggregated indicator for Sustainable Development Goal 16.9.1 [https://unstats.un.org/sdgs/metadata/].,"Completeness of birth registration, female (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data on the prevalence of birth registration is collected mainly through censuses, civil registration systems (CRVS) and household surveys. Civil registration systems that are functioning effectively compile vital statistics that are used to compare the estimated total number of births in a country with the absolute number of registered births during a given period. However, the systematic recording of births in many countries remains a serious challenge. In the absence of reliable administrative data, household surveys have become a key source of data to monitor levels and trends in birth registration. In most low- and middle-income countries, such surveys represent the sole source of this information.

Substantial differences can exist between CRVS coverage and birth registration levels as captured by household surveys. The differences are primarily because data from CRVS typically refer to the percentage of all births that have been registered (often within a specific timeframe) whereas household surveys often represent the percentage of children under age five whose births are registered. The latter (the level of registration among children under 5) is specified in the SDG indicator (16.9).",Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,Annual,Household surveys such as Demographic and Health Surveys and Multiple Indicator Cluster Surveys.  Largely compiled by UNICEF.,"Birth registration refers to the permanent and official recording of a child's existence by some administrative levels of the State that is normally coordinated by a particular branch of the government.

Birth registration estimates are primarily drawn from nationally representative household surveys such as the Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). Other data sources include other national surveys, censuses and vital statistics from civil registration systems, and estimated coverage of birth registration within national civil registration systems from the United Nations Statistics Division (UNSD).",Health: Population: Dynamics,,,,,,,,
197,SP.REG.BRTH.MA.ZS,SP.REG.BRTH.MA.ZS,"Completeness of birth registration, male (%)","Completeness of birth registration, male",%,SP.REG.BRTH.MA.ZS,,"Society typically first acknowledges a child’s existence and identity through birth registration. The right to be recognized as a person before the law is a critical step in ensuring lifelong protection and is a prerequisite for exercising all other rights. A birth certificate, issued following birth registration, is an important identity document for children. Birth registration also serves a statistical purpose. Universal birth registration is an essential part of a system of vital statistics, which tracks the major milestones in a person’s life - from birth to marriage and death. Such data are essential for planning and implementing development policies and programs, particularly in health, education, housing, water and sanitation, employment, agriculture and industrial production. The proportion of children under 5 years of age whose births have been registered with a civil authority is the official indicator for SDG Target 16.9, which sets out to “By 2030, provide legal identity for all, including birth registration”.",This is a sex-disaggregated indicator for Sustainable Development Goal 16.9.1 [https://unstats.un.org/sdgs/metadata/].,"Completeness of birth registration, male (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data on the prevalence of birth registration is collected mainly through censuses, civil registration systems (CRVS) and household surveys. Civil registration systems that are functioning effectively compile vital statistics that are used to compare the estimated total number of births in a country with the absolute number of registered births during a given period. However, the systematic recording of births in many countries remains a serious challenge. In the absence of reliable administrative data, household surveys have become a key source of data to monitor levels and trends in birth registration. In most low- and middle-income countries, such surveys represent the sole source of this information.

Substantial differences can exist between CRVS coverage and birth registration levels as captured by household surveys. The differences are primarily because data from CRVS typically refer to the percentage of all births that have been registered (often within a specific timeframe) whereas household surveys often represent the percentage of children under age five whose births are registered. The latter (the level of registration among children under 5) is specified in the SDG indicator (16.9).",Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,Annual,Household surveys such as Demographic and Health Surveys and Multiple Indicator Cluster Surveys.  Largely compiled by UNICEF.,"Birth registration refers to the permanent and official recording of a child's existence by some administrative levels of the State that is normally coordinated by a particular branch of the government.

Birth registration estimates are primarily drawn from nationally representative household surveys such as the Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). Other data sources include other national surveys, censuses and vital statistics from civil registration systems, and estimated coverage of birth registration within national civil registration systems from the United Nations Statistics Division (UNSD).",Health: Population: Dynamics,,,,,,,,
198,SH.CON.1524.MA.ZS,SH.CON.1524.MA.ZS,"Condom use, population ages 15-24, male (% of males ages 15-24)","Condom use, population ages 15-24, male",% of males ages 15-24,SH.CON.1524.MA.ZS,Weighted average,,,"Condom use, population ages 15-24, male (% of males ages 15-24)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Condom use, male is the percentage of the male population ages 15-24 who used a condom at last intercourse in the last 12 months.",Annual,"Demographic and Health Surveys, and UNAIDS.",,Health: Disease prevention,,,,,,,,
199,SP.DYN.CONU.ZS,SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)","Contraceptive prevalence, any method",% of married women ages 15-49,SP.DYN.CONU.ZS,Weighted average,"Contraceptive prevalence among women of reproductive age is related to maternal and child health, as well as gender equality and HIV/AIDS.   Contraceptives enable women and men to make informed decisions on family planning – whether, when, and how many children they would have. 

Preventing unwanted pregnancies is essential to reducing maternal deaths, especially in low- and middle- income countries where maternal mortality rate is high.  With effective contraception, life-threatening pregnancy complications can be reduced, and thus maternal deaths can be averted.  

Using condoms (one of the modern contraceptive methods) can prevent pregnancy as well as sexually transmitted diseases, including HIV.",,"Contraceptive prevalence, any method (% of married women ages 15-49)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"While the data availability on contraceptive use has increased, in many countries the contraceptive use data are available only for married women. 

The time frame used to assess contraceptive prevalence may vary. In many surveys, it is left to the respondent to determine what is meant by “currently using” a method of contraception.","Contraceptive prevalence, any method is the percentage of married women ages 15-49 who are practicing, or whose sexual partners are practicing, any method of contraception (modern or traditional). Modern methods of contraception include female and male sterilization, oral hormonal pills, the intra-uterine device (IUD), the male condom, injectables, the implant (including Norplant), vaginal barrier methods, the female condom and emergency contraception. Traditional methods of contraception include rhythm (e.g., fertility awareness based methods, periodic abstinence), withdrawal and other traditional methods.",Annual,"Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division.","Contraceptive prevalence rates are obtained mainly from nationally representative household surveys, including: Demographic and Health Surveys; Multiple Indicator Cluster Surveys; Contraceptive Prevalence Surveys; Gender and Generations Survey; Reproductive Health Surveys; and World Fertility Surveys.  Additional information was provided by other international survey programs and national surveys.  

Married women refer to women who are married (defined in relation to the marriage laws or customs of a country) and to women in a union, which refers to women living with their partner in the same household (also referred to as cohabiting unions, consensual unions, unmarried unions, or “living together”).",Health: Reproductive health,,,,"As of December 2021, for better consistency the contraceptive prevalence data only for currently married women or in union are included in this indicator. It means the data for the following categories are excluded from this indicator: ever-married women; all women; sexually active women; which data may have been included in this indicator before December 2021. In response to this, two new contraceptive prevalence indicators (any method and any modern method) for sexually active unmarried women 15-49 are added to the HealthStats database. https://databank.worldbank.org/source/health-nutrition-and-population-statistics",,,,
200,SH.FPL.SATM.ZS,SH.FPL.SATM.ZS,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Demand for family planning satisfied by modern methods,% of married women with demand for family planning,SH.FPL.SATM.ZS,Weighted average,,This is the Sustainable Development Goal indicator 3.7.1 [https://unstats.un.org/sdgs/metadata/].,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Demand for family planning satisfied by modern methods refers to the percentage of married women ages 15-49 years whose need for family planning is satisfied with modern methods.,Annual,Demographic and Health Surveys (DHS).,,Health: Reproductive health,,,,,,,,
201,SH.XPD.PVTD.PC.CD,SH.XPD.PVTD.PC.CD,Domestic private health expenditure per capita (current US$),Domestic private health expenditure per capita,current US$,SH.XPD.PVTD.PC.CD,Weighted average,"Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,Domestic private health expenditure per capita (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Current private expenditures on health per capita expressed in current US dollars. Domestic private sources include funds from households, corporations and non-profit organizations. Such expenditures can be either prepaid to voluntary health insurance or paid directly to healthcare providers.",Annual,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.","The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.",Health: Health systems,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,,,,,
202,SH.STA.FGMS.ZS,SH.STA.FGMS.ZS,Female genital mutilation prevalence (%),Female genital mutilation prevalence,%,SH.STA.FGMS.ZS,,,This is the Sustainable Development Goal indicator 5.3.2[https://unstats.un.org/sdgs/metadata/].,Female genital mutilation prevalence (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Percentage of women aged 15–49 who have gone through partial or total removal of the female external genitalia or other injury to the female genital organs for cultural or other non-therapeutic reasons.,Annual,"UNICEF DATA (http://www.data.unicef.org/);  Demographic and Health Surveys (DHS); Multiple Indicator Cluster Surveys (MICS), and other surveys.",,Health: Risk factors,,,,,,,,
203,SP.DYN.TFRT.IN,SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)","Fertility rate, total",births per woman,SP.DYN.TFRT.IN,Weighted average,"Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.",Relevance to gender indicator: it can indicate the status of women within households and a woman’s decision about the number and spacing of children.,"Fertility rate, total (births per woman)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Annual data series from United Nations Population Division's World Population Prospects are interpolated data from 5-year period data. Therefore they may not reflect real events as much as observed data.,Total fertility rate represents the number of children that would be born to a woman if she were to live to the end of her childbearing years and bear children in accordance with age-specific fertility rates of the specified year.,Annual,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.","Total fertility rates are based on data on registered live births from vital registration systems or, in the absence of such systems, from censuses or sample surveys. The estimated rates are generally considered reliable measures of fertility in the recent past. Where no empirical information on age-specific fertility rates is available, a model is used to estimate the share of births to adolescents. For countries without vital registration systems fertility rates are generally based on extrapolations from trends observed in censuses or surveys from earlier years.",Health: Reproductive health,,,,,,,,
204,SH.IMM.HEPB,SH.IMM.HEPB,"Immunization, HepB3 (% of one-year-old children)","Immunization, HepB3",% of one-year-old children,SH.IMM.HEPB,Weighted average,"Immunization is one of the most cost-effective public health interventions, and ??is an essential component for reducing under-five mortality. Immunization coverage estimates are used to monitor coverage of immunization services and to guide disease eradication and elimination efforts.",,"Immunization, HepB3 (% of one-year-old children)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,In many developing countries a lack of precise information on the size of the cohort of one-year-old children makes immunization coverage difficult to estimate from program statistics.,"Child immunization rate, hepatitis B is the percentage of children ages 12-23 months who received hepatitis B vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized after three doses.",Annual,WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).,"Governments in developing countries usually finance immunization against measles and diphtheria, pertussis (whooping cough), and tetanus (DTP) as part of the basic public health package. The data shown here are based on an assessment of national immunization coverage rates by the WHO and UNICEF. The assessment considered both administrative data from service providers and household survey data on children's immunization histories. Based on the data available, consideration of potential biases, and contributions of local experts, the most likely true level of immunization coverage was determined for each year.

Notes on regional and global aggregates: When the vaccine is not introduced in a national immunization schedule, the missing value is assumed zero (or close to zero) in the relevant groups' averages.",Health: Disease prevention,,,,,,,,
205,SH.HIV.INCD.YG.P3,SH.HIV.INCD.YG.P3,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","Incidence of HIV, ages 15-24","per 1,000 uninfected population ages 15-24",SH.HIV.INCD.YG.P3,Weighted average,"Despite the existence of effective medications and treatment, HIV/AIDS is still a leading cause of death and public health threat in the world.  Low and middle income countries continue to bear a disproportionate share of the global burden of HIV/AIDS. The incidence rate provides a measure of progress toward preventing onward transmission of HIV. Also, the identification of newly infected persons will allow for interventions to reduce the risk of HIV transmission.",This is an age-disaggregated indicator for Sustainable Development Goal 3.3.1 [https://unstats.un.org/sdgs/metadata/].,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Number of new HIV infections among uninfected populations ages 15-24 expressed per 1,000 uninfected population ages 15-24 in the year before the period.",Annual,UNAIDS estimates.,"Data on incidence of HIV are from the Joint United Nations Programme on HIV/AIDS. Because of challenges in collecting direct measures of HIV incidence, modelled estimates are used (the Spectrum software). The models incorporate data on HIV prevalence from surveys of the general population, antenatal clinic attendees, and populations at increased risk of contracting HIV (such as sex workers, men who have sex with men, and people who inject drugs) and on the number of people receiving antiretroviral therapy, which will increase the prevalence of HIV because people living with HIV now survive longer. In countries with high-quality health information systems the models are also informed by case reporting and vital registration data.",Health: Risk factors,,,,,,,,
206,SH.HIV.INCD.TL.P3,SH.HIV.INCD.TL.P3,"Incidence of HIV, all (per 1,000 uninfected population)","Incidence of HIV, all","per 1,000 uninfected population",SH.HIV.INCD.TL.P3,Weighted average,"Despite the existence of effective medications and treatment, HIV/AIDS is still a leading cause of death and public health threat in the world.  Low and middle income countries continue to bear a disproportionate share of the global burden of HIV/AIDS. The incidence rate provides a measure of progress toward preventing onward transmission of HIV. Also, the identification of newly infected persons will allow for interventions to reduce the risk of HIV transmission.",This is the Sustainable Development Goal indicator 3.3.1 [https://unstats.un.org/sdgs/metadata/].,"Incidence of HIV, all (per 1,000 uninfected population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Number of new HIV infections among uninfected populations expressed per 1,000 uninfected population in the year before the period.",Annual,UNAIDS estimates.,"Data on incidence of HIV are from the Joint United Nations Programme on HIV/AIDS. Because of challenges in collecting direct measures of HIV incidence, modelled estimates are used (the Spectrum software). The models incorporate data on HIV prevalence from surveys of the general population, antenatal clinic attendees, and populations at increased risk of contracting HIV (such as sex workers, men who have sex with men, and people who inject drugs) and on the number of people receiving antiretroviral therapy, which will increase the prevalence of HIV because people living with HIV now survive longer. In countries with high-quality health information systems the models are also informed by case reporting and vital registration data.",Health: Risk factors,,,,,,,,
207,SH.UHC.NOP2.ZG,SH.UHC.NOP2.ZG,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),Increase in poverty gap at $3.20,$ 2011 PPP,SH.UHC.NOP2.ZG,Weighted average,"Universal Health Coverage (UHC) is about ensuring that all people can access the health services they need – without facing financial hardship – is key to improving the well-being of a country’s population. UHC is also an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development. UHC is a target associated with the Sustainable Development Goals (target 3.8), and it relates directly to Goal 3 (Ensure healthy lives and promote well-being for all at all ages) and to Goal 1 (End poverty in all its forms everywhere).",,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure, as a percentage of the $3.20 poverty line. The poverty gap increase due to out-of-pocket health spending is one way to measure how much out-of-pocket health spending pushes people below or further below the poverty line (the difference in the poverty gap due to out-of-pocket health spending being included or excluded from the measure of household welfare). This difference corresponds to the total out-of-pocket health spending for households that are already below the poverty line, to the amount that exceeds the shortfall between the poverty line and total consumption for households that are impoverished by out-of-pocket health spending and to zero for households whose consumption is above the poverty line after accounting for out-of-pocket health spending.",Annual,"World Health Organization and World Bank. 2019. Global Monitoring Report on Financial Protection in Health 2019.  NOTE: This indicator has been discontinued as of December 2021. Please see the following indicators: SH.UHC.FBP1.ZS, SH.UHC.FBP2.ZS, SH.UHC.FBP1.TO and SH.UHC.FBP2.TO.","Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. This series measures the poverty gap increase attributable to OOP health expenditures. This amount can be interpreted as the per capita amount by which on average OOP spending pushes or further pushes the household below the PL. It is defined as the difference between the poverty gap based on a measure of consumption net of OOP health expenditures and a measure of consumption gross of OOP health expenditures. The difference is expressed as a percentage of the PL.",Health: Universal Health Coverage,,,Increase in poverty gap at $3.20 (% of poverty line),,,,,
208,SP.DYN.LE00.FE.IN,SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)","Life expectancy at birth, female",years,SP.DYN.LE00.FE.IN,Weighted average,"Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.",,"Life expectancy at birth, female (years)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Annual data series from United Nations Population Division's World Population Prospects are interpolated data from 5-year period data. Therefore they may not reflect real events as much as observed data.,Life expectancy at birth indicates the number of years a newborn infant would live if prevailing patterns of mortality at the time of its birth were to stay the same throughout its life.,Annual,"(1) United Nations Population Division. World Population Prospects: 2022 Revision. (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme.","Life expectancy at birth used here is the average number of years a newborn is expected to live if mortality patterns at the time of its birth remain constant in the future. It reflects the overall mortality level of a population, and summarizes the mortality pattern that prevails across all age groups in a given year. It is calculated in a period life table which provides a snapshot of a population's mortality pattern at a given time. It therefore does not reflect the mortality pattern that a person actually experiences during his/her life, which can be calculated in a cohort life table.

High mortality in young age groups significantly lowers the life expectancy at birth. But if a person survives his/her childhood of high mortality, he/she may live much longer. For example, in a population with a life expectancy at birth of 50, there may be few people dying at age 50. The life expectancy at birth may be low due to the high childhood mortality so that once a person survives his/her childhood, he/she may live much longer than 50 years.",Health: Mortality,,,,,,,,
209,SH.MMR.RISK.ZS,SH.MMR.RISK.ZS,Lifetime risk of maternal death (%),Lifetime risk of maternal death,%,SH.MMR.RISK.ZS,Weighted average,,,Lifetime risk of maternal death (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The methodology differs from that used for previous estimates, so data should not be compared historically. Maternal mortality ratios are generally of unknown reliability, as are many other cause-specific mortality indicators. The probability cannot be assumed to provide an exact estimate of risk of maternal death.","Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death.",Annual,"WHO, UNICEF, UNFPA, World Bank Group, and UNDESA/Population Division. Trends in Maternal Mortality 2000 to 2020. Geneva, World Health Organization, 2023","Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.

Maternal mortality is generally of unknown reliability, as are many other cause-specific mortality indicators. Household surveys such as Demographic and Health Surveys attempt to measure maternal mortality by asking respondents about survivorship of sisters. The main disadvantage of this method is that the estimates of maternal mortality that it produces pertain to any time within the past few years before the survey, making them unsuitable for monitoring recent changes or observing the impact of interventions. In addition, measurement of maternal mortality is subject to many types of errors. Even in high-income countries with reliable vital registration systems, misclassification of maternal deaths has been found to lead to serious underestimation.

The estimates are based on an exercise by the Maternal Mortality Estimation Inter-Agency Group (MMEIG) which consists of World Health Organization (WHO), United Nations Children's Fund (UNICEF), World Bank, and United Nations Population Fund (UNFPA), and include country-level time series data. For countries without complete registration data but with other types of data and for countries with no data, maternal mortality is estimated with a regression model using available national maternal mortality data and socioeconomic information.

In countries with a high risk of maternal death, many girls die before reaching reproductive age. Lifetime risk of maternal mortality refers to the probability that a 15-year-old girl will eventually die due to a maternal cause.",Health: Reproductive health,,,,,,,,
210,SH.MMR.RISK,SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),Lifetime risk of maternal death,1 in: rate varies by country,SH.MMR.RISK,Weighted average,,,Lifetime risk of maternal death (1 in: rate varies by country),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The methodology differs from that used for previous estimates, so data should not be compared historically. Maternal mortality ratios are generally of unknown reliability, as are many other cause-specific mortality indicators. The probability cannot be assumed to provide an exact estimate of risk of maternal death.","Life time risk of maternal death is the probability that a 15-year-old female will die eventually from a maternal cause assuming that current levels of fertility and mortality (including maternal mortality) do not change in the future, taking into account competing causes of death.",Annual,"WHO, UNICEF, UNFPA, World Bank Group, and UNDESA/Population Division. Trends in Maternal Mortality 2000 to 2020. Geneva, World Health Organization, 2023","Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.

Maternal mortality is generally of unknown reliability, as are many other cause-specific mortality indicators. Household surveys such as Demographic and Health Surveys attempt to measure maternal mortality by asking respondents about survivorship of sisters. The main disadvantage of this method is that the estimates of maternal mortality that it produces pertain to any time within the past few years before the survey, making them unsuitable for monitoring recent changes or observing the impact of interventions. In addition, measurement of maternal mortality is subject to many types of errors. Even in high-income countries with reliable vital registration systems, misclassification of maternal deaths has been found to lead to serious underestimation.

The estimates are based on an exercise by the Maternal Mortality Estimation Inter-Agency Group (MMEIG) which consists of World Health Organization (WHO), United Nations Children's Fund (UNICEF), World Bank, and United Nations Population Fund (UNFPA), and include country-level time series data. For countries without complete registration data but with other types of data and for countries with no data, maternal mortality is estimated with a regression model using available national maternal mortality data and socioeconomic information.

In countries with a high risk of maternal death, many girls die before reaching reproductive age. Lifetime risk of maternal mortality refers to the probability that a 15-year-old girl will eventually die due to a maternal cause.",Health: Reproductive health,,,,,,,,
211,SH.STA.BRTW.ZS,SH.STA.BRTW.ZS,Low-birthweight babies (% of births),Low-birthweight babies,% of births,SH.STA.BRTW.ZS,Weighted average,"Low birth-weight, which is associated with maternal malnutrition, raises the risk of infant mortality and stunts growth in infancy and childhood. There is also emerging evidence that low-birth-weight babies are more prone to non-communicable diseases such as diabetes and cardiovascular diseases. Low birth-weight can arise as a result of a baby being born too soon or too small for gestational age. Babies born prematurely, who are also small for their gestational age, have the worst prognosis.

In low- and middle-income countries low birth-weight stems primarily from poor maternal health and nutrition. Three factors have the most impact: poor maternal nutritional status before conception, mother's short stature (due mostly to under-nutrition and infections during childhood), and poor nutrition during pregnancy (UNICEF Data, https://data.unicef.org/).",,Low-birthweight babies (% of births),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Low-birthweight babies are newborns weighing less than 2,500 grams, with the measurement taken within the first hour of life, before significant postnatal weight loss has occurred.",Annual,UNICEF-WHO Low birthweight estimates [data.unicef.org],"Model methods are used based on availability of country input data. Country input data included:  (i) estimates from administrative sources representing =90 per cent of live births labelled as high coverage; (ii) estimates from administrative sources representing 80 to <90 per cent of live births labelled as medium coverage; and (iii) estimates from household surveys adjusted for missing birthweights and heaping. The model methods applied were: b-spline: data for countries with =8 data points from high coverage administrative sources with =1 prior to 2005 and =1 more recent than 2010, were smoothed with b-spline regression to generate annual LBW prevalence estimates that followed country-reported estimates very closely. Hierarchical regression: data for countries not meeting requirements for b-spline but with =1 LBW country input data point were fitted into a model using a set of covariates to generate annual LBW prevalence estimates. The covariates included the natural log of neonatal mortality rate; the proportion of children underweight (weight for-age z score below minus two standard deviations from median weight for age of reference population); data type (high coverage administrative, low coverage administrative, household survey); UN region (e.g., Southern Asia, Caribbean); and a country-specific random effect.).  These estimates may vary substantially from those reported by countries. Partial data: the estimate is based on only partial data for the most recent survey, therefore modelled estimates not shown for the individual country.",Health: Nutrition,,"For further details on methods, please refer to the following: Blencowe H, Krasevec J, de Onis M, Black R E, An X, Stevens G A, Borghi E, Hayashi C, Estevez D, Cegolon L, Shiekh S, Hardy V P, Lawn J E, Cousens S. National, regional, and worldwide estimates of low birthweight in 2015, with trends from 2000: a systematic analysis.",,,,,,
212,SH.STA.TRAF.P5,SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)",Mortality caused by road traffic injury,"per 100,000 population",SH.STA.TRAF.P5,Weighted average,Road traffic injuries and deaths is a major global public health problem. Road traffic crashes are currently the leading cause of death for children and young adults in the world.  There is a strong association between the risk of road traffic death and the income level of countries.  The burden of road traffic deaths is disproportionately high among low- and middle-income countries.,This is the Sustainable Development Goal indicator 3.6.1 [https://unstats.un.org/sdgs/metadata/].,"Mortality caused by road traffic injury (per 100,000 population)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",,Health: Mortality,,,,,,,,
