,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Statisticalconceptandmethodology,Limitationsandexceptions,Notesfromoriginalsource,BasePeriod,Shortdefinition,Dataset
149,TX.MNF.TECH.ZS.UN,TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),Medium and high-tech exports,% manufactured exports,TX.MNF.TECH.ZS.UN,,,Medium and high-tech exports (% manufactured exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Share of medium and high-tech manufactured exports in total manufactured exports.,Annual,"United Nations Industrial Development Organization (UNIDO), Competitive Industrial Performance (CIP) database",Infrastructure: Technology,"Industrial development generally entails a structural transition from resource-based and low technology activities to medium and high-tech industry (MHT) activities. A modern, highly complex production structure offers better opportunities for skills development and technological innovation. MHT activities are also the high value addition industries of manufacturing with higher technological intensity and labor productivity. Increasing the share of MHT sectors also reflects the impact of innovation.","The data from UN COMTRADE is downloaded in SITC Revision 3, 3-digit, by reporting country, year, partner code, commodity and flow (export and re-export). SITC medium technology: 266, 267, 512, 513, 533, 553, 554, 562, 571, 572, 573, 574, 575, 579, 581, 582, 583, 591, 593, 597, 598, 653, 671, 672, 678, 711, 712,713, 714, 721, 722, 723, 724, 725, 726, 727, 728, 731, 733, 735, 737, 741, 742, 743, 744, 745, 746, 747, 748, 749, 761, 762, 763, 772, 773, 775, 778, 781, 782, 783, 784, 785, 786, 791, 793, 811, 812, 813, 872, 873, 882, 884, 885; SITC high technology: 525, 541, 542, 716, 718, 751, 752, 759, 764, 771, 774, 776, 792, 871, 874, 881, 891. Net-exports are calculated as exports minus re-exports. Manufactured exports, is the sum of the four categories resource-based exports, low-tech exports, medium tech exports and high-tech exports; and medium-high technology exports, is the sum of medium tech exports and high-tech exports. The world value of manufacturing exports is the sum of all manufacturing net exports. For additional information please see Table B.2.1 in Appendix B of UNIDO (2017): http://stat.unido.org/content/publications/volume-i%252c-competitive-industrial-performance-report-2016","Missing values at country level are imputed based on the methodology from Competitive Industrial Performance Report (UNIDO, 2017).",,,,
150,TX.VAL.MRCH.RS.ZS,TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)","Merchandise exports by the reporting economy, residual",% of total merchandise exports,TX.VAL.MRCH.RS.ZS,Weighted average,,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Merchandise exports by the reporting economy residuals are the total merchandise exports by the reporting economy to the rest of the world as reported in the IMF's Direction of trade database, less the sum of exports by the reporting economy to high-, low-, and middle-income economies according to the World Bank classification of economies. Includes trade with unspecified partners or with economies not covered by World Bank classification. Data are as a percentage of total merchandise exports by the economy.",Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,,
151,TX.VAL.MRCH.AL.ZS,TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to economies in the Arab World,% of total merchandise exports,TX.VAL.MRCH.AL.ZS,Weighted average,,Merchandise exports to economies in the Arab World (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to economies in the Arab World are the sum of merchandise exports by the reporting economy to economies in the Arab World. Data are expressed as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,,
152,TX.VAL.MRCH.R1.ZS,TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific,% of total merchandise exports,TX.VAL.MRCH.R1.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in East Asia and Pacific are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the East Asia and Pacific region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,Merchandise exports to low- and middle-income economies in East Asia and Pacific are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the East Asia and Pacific region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,
153,TX.VAL.MRCH.R3.ZS,TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean,% of total merchandise exports,TX.VAL.MRCH.R3.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in Latin America and the Caribbean are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Latin America and the Caribbean region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,Merchandise exports to low- and middle-income economies in Latin America and the Caribbean are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Latin America and the Caribbean region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,
154,TM.VAL.MRCH.R1.ZS,TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific,% of total merchandise imports,TM.VAL.MRCH.R1.ZS,Weighted average,,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise imports from low- and middle-income economies in East Asia and Pacific are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the East Asia and Pacific region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,,,,,,Merchandise imports from low- and middle-income economies in East Asia and Pacific are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the East Asia and Pacific region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,
155,TM.VAL.MRCH.R4.ZS,TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa,% of total merchandise imports,TM.VAL.MRCH.R4.ZS,Weighted average,,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise imports from low- and middle-income economies in Middle East and North Africa are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Middle East and North Africa region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,,,,,,Merchandise imports from low- and middle-income economies in Middle East and North Africa are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Middle East and North Africa region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,
156,TM.VAL.MRCH.R5.ZS,TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia,% of total merchandise imports,TM.VAL.MRCH.R5.ZS,Weighted average,,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise imports from low- and middle-income economies in South Asia are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the South Asia region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,,,,,,Merchandise imports from low- and middle-income economies in South Asia are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the South Asia region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,
157,TM.VAL.MRCH.R6.ZS,TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa,% of total merchandise imports,TM.VAL.MRCH.R6.ZS,Weighted average,,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Sub-Saharan Africa region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,,,,,,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise imports by the reporting economy from low- and middle-income economies in the Sub-Saharan Africa region according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,
158,TM.VAL.MRCH.WR.ZS,TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region,% of total merchandise imports,TM.VAL.MRCH.WR.ZS,Weighted average,,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Merchandise imports from low- and middle-income economies within region are the sum of merchandise imports by the reporting economy from other low- and middle-income economies in the same World Bank region according to the World Bank classification of economies. Data are as a percentage of total merchandise imports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data. No figures are shown for high-income economies, because they are a separate category in the World Bank classification of economies.",Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Imports,"The relative importance of intraregional trade is higher for both landlocked countries and small countries with close trade links to the largest regional economy. For most low- and middle-income economies - especially smaller ones - there is a ""geographic bias"" favoring intraregional trade. Despite the broad trend toward globalization and the reduction of trade barriers, the relative share of intraregional trade increased for most economies between 1999 and 2010. This is due partly to trade-related advantages, such as proximity, lower transport costs, increased knowledge from repeated interaction, and cultural and historical affinity. The direction of trade is also influenced by preferential trade agreements that a country has made with other economies. Though formal agreements on trade liberalization do not automatically increase trade, they nevertheless affect the direction of trade between the participating economies.",,"Data on exports and imports are from the International Monetary Fund's (IMF) Direction of Trade database and should be broadly consistent with data from other sources, such as the United Nations Statistics Division's Commodity Trade (Comtrade) database. All high-income economies and major low- and middle-income economies report trade data to the IMF on a timely basis, covering about 85 percent of trade for recent years. Trade data for less timely reporters and for countries that do not report are estimated using reports of trading partner countries. Therefore, data on trade between developing and high-income economies should be generally complete. But trade flows between many low- and middle-income economies - particularly those in Sub-Saharan Africa - are not well recorded, and the value of trade among low- and middle-income economies may be understated.",,,Merchandise imports from low- and middle-income economies within region are the sum of merchandise imports by the reporting economy from other low- and middle-income economies in the same World Bank region according to the World Bank classification of economies. Data are as a percentage of total merchandise imports by the economy.,
159,TX.VAL.MMTL.ZS.UN,TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports),Ores and metals exports,% of merchandise exports,TX.VAL.MMTL.ZS.UN,Weighted average,Merchandise export shares may not sum to 100 percent because of unclassified trade.,Ores and metals exports (% of merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Ores and metals comprise the commodities in SITC sections 27 (crude fertilizer, minerals nes); 28 (metalliferous ores, scrap); and 68 (non-ferrous metals).",Annual,World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division.,Private Sector & Trade: Exports,,The classification of commodity groups is based on the Standard International Trade Classification (SITC) revision 3.,Previous editions contained data based on the SITC revision 1. Data for earlier years in previous editions may differ because of the change in methodology. Concordance tables are available to convert data reported in one system to another.,,,,
160,IC.CRD.PRVT.ZS,IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults),Private credit bureau coverage,% of adults,IC.CRD.PRVT.ZS,Unweighted average,Data are presented for the survey year instead of publication year.,Private credit bureau coverage (% of adults),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Private credit bureau coverage reports the number of individuals or firms listed by a private credit bureau with current information on repayment history, unpaid debts, or credit outstanding. The number is expressed as a percentage of the adult population.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,,,,,,,
161,TM.TAX.MANF.SR.ZS,TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)","Share of tariff lines with specific rates, manufactured products",%,TM.TAX.MANF.SR.ZS,,,"Share of tariff lines with specific rates, manufactured products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates. It shows the extent to which countries use tariffs based on physical quantities or other, non-ad valorem measures. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.",Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database.",Private Sector & Trade: Tariffs,,,,,,Share of tariff lines with specific rates is the share of lines in the tariff schedule that are set on a per unit basis or that combine ad valorem and per unit rates. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,
162,TM.TAX.MRCH.SM.AR.ZS,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)","Tariff rate, applied, simple mean, all products",%,TM.TAX.MRCH.SM.AR.ZS,,,"Tariff rate, applied, simple mean, all products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of simple mean tariffs.",Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",Private Sector & Trade: Tariffs,"Poor people in developing countries work primarily in agriculture and labor-intensive manufactures, sectors that confront the greatest trade barriers. Removing barriers to merchandise trade could increase growth in these countries - even more if trade in services were also liberalized.

In general, tariffs in high-income countries on imports from developing countries, though low, are twice those collected from other high-income countries. But protection is also an issue for developing countries, which maintain high tariffs on agricultural commodities, labor-intensive manufactures, and other products and services.

Countries use a combination of tariff and nontariff measures to regulate imports. The most common form of tariff is an ad valorem duty, based on the value of the import, but tariffs may also be levied on a specific, or per unit, basis or may combine ad valorem and specific rates. Tariffs may be used to raise fiscal revenues or to protect domestic industries from foreign competition - or both. Nontariff barriers, which limit the quantity of imports of a particular good, include quotas, prohibitions, licensing schemes, export restraint arrangements, and health and quarantine measures. Because of the difficulty of combining nontariff barriers into an aggregate indicator, they are not included in the data.

Some countries set fairly uniform tariff rates across all imports. Others are selective, setting high tariffs to protect favored domestic industries. The effective rate of protection - the degree to which the value added in an industry is protected - may exceed the nominal rate if the tariff system systematically differentiates among imports of raw materials, intermediate products, and finished goods.","Simple averages are often a better indicator of tariff protection than weighted averages, which are biased downward because higher tariffs discourage trade and reduce the weights applied to these tariffs.",,,,Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods.,
163,TM.TAX.TCOM.SM.AR.ZS,TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)","Tariff rate, applied, simple mean, primary products",%,TM.TAX.TCOM.SM.AR.ZS,,,"Tariff rate, applied, simple mean, primary products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of simple mean tariffs. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).",Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",Private Sector & Trade: Tariffs,,,,,,Simple mean applied tariff is the unweighted average of effectively applied rates for all products subject to tariffs calculated for all traded goods. Primary products are commodities classified in SITC revision 3 sections 0-4 plus division 68 (nonferrous metals).,
164,TM.TAX.MANF.WM.AR.ZS,TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)","Tariff rate, applied, weighted mean, manufactured products",%,TM.TAX.MANF.WM.AR.ZS,,,"Tariff rate, applied, weighted mean, manufactured products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.",Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",Private Sector & Trade: Tariffs,,,,,,Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,
165,TM.TAX.MANF.SM.FN.ZS,TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)","Tariff rate, most favored nation, simple mean, manufactured products",%,TM.TAX.MANF.SM.FN.ZS,,,"Tariff rate, most favored nation, simple mean, manufactured products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",Private Sector & Trade: Tariffs,,,,,,Simple mean most favored nation tariff rate is the unweighted average of most favored nation rates for all products subject to tariffs calculated for all traded goods. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,
166,TM.TAX.MANF.WM.FN.ZS,TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)","Tariff rate, most favored nation, weighted mean, manufactured products",%,TM.TAX.MANF.WM.FN.ZS,,,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,Annual,"World Bank staff estimates using the World Integrated Trade Solution system, based on data from United Nations Conference on Trade and Development's Trade Analysis and Information System (TRAINS) database and the World Trade Organization’s (WTO) Integrated Data Base (IDB) and Consolidated Tariff Schedules (CTS) database.",Private Sector & Trade: Tariffs,,,,,,Weighted mean most favored nations tariff is the average of most favored nation rates weighted by the product import shares corresponding to each partner country. Manufactured products are commodities classified in SITC revision 3 sections 5-8 excluding division 68.,
167,IC.PRP.DURS,IC.PRP.DURS,Time required to register property (days),Time required to register property,days,IC.PRP.DURS,Unweighted average,Data are presented for the survey year instead of publication year.,Time required to register property (days),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Time required to register property is the number of calendar days needed for businesses to secure rights to property.,Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,"The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

The indicator records the procedures necessary for a business to purchase a property from another business and to formally transfer the property title to the buyer's name. The process starts with obtaining the necessary documents, such as a copy of the seller's title, and ends when the buyer is registered as the new owner of the property. Every procedure required by law or necessary in practice is included, whether it is the responsibility of the seller or the buyer and even if it must be completed by a third party on their behalf.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.",,,,
168,IC.REG.DURS.MA,IC.REG.DURS.MA,"Time required to start a business, male (days)","Time required to start a business, male",days,IC.REG.DURS.MA,Unweighted average,Data are presented for the survey year instead of publication year.,"Time required to start a business, male (days)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Time required to start a business is the number of calendar days needed to complete the procedures to legally operate a business. If a procedure can be speeded up at additional cost, the fastest procedure, independent of cost, is chosen.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Private Sector & Trade: Business environment,"The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The Doing Business data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.","Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

Entrepreneurs around the world face a range of challenges. One of them is inefficient regulation. This indicator measures the time for a small- to medium-size limited liability company to start up and formally operate in each economy’s largest business city.  To make the data comparable across 190 economies, Doing Business uses a standardized business that is 100% domestically owned, has a start-up capital equivalent to 10 times the income per capita, engages in general industrial or commercial activities and employs between 10 and 50 people one month after the commencement of operations, all of whom are domestic nationals.  The starting a business indicators consider two cases of local limited liability companies that are identical in all aspects, except that one company is owned by five married women and the other by five married men.  

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected.","The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq",,,,
